"","URL","Title","Date","Text"
"11","https://www.wsj.com/articles/working-vacations-have-never-felt-this-good-11639151975?mod=hp_lead_pos11","Working Vacations Have Never Felt This Good - WSJ","Dec. 10, 2021 10:59 am ET","https://www.wsj.com/articles/working-vacations-have-never-felt-this-good-11639151975 After working long hours on tight deadlines for a big project as a landscape designer in Pittsburgh, Daryn Cassada was burned out. So her boss paid for a week away at a wellness resort in Hilton Head, S.C. It wasn’t exactly a vacation, but it wasn’t a work trip either. Ms. Cassada exercised, took mindfulness classes, ate gluten- and sugar-free meals, and dialed in to calls as needed to help keep projects for her real-estate company moving forward.  We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now."
"12","https://www.wsj.com/articles/why-steven-spielbergs-west-side-story-has-plenty-of-spanish-but-no-subtitles-11639144802?mod=hp_featst_pos3","Steven Spielberg Made ‘West Side Story’ Without Subtitles, Says Translating Spanish Would Be ‘Disrespectful’ - WSJ","Dec. 10, 2021 9:00 am ET","https://www.wsj.com/articles/why-steven-spielbergs-west-side-story-has-plenty-of-spanish-but-no-subtitles-11639144802 Maria and her brother Bernardo switch repeatedly between English and Spanish as they bicker in the new “West Side Story.” Bernardo’s girlfriend Anita insists, “Everybody, speak English!” The movie doesn’t make the same demand. Director Steven Spielberg’s update of the classic musical about Puerto Ricans and whites falling in love and fighting for turf includes plenty of Spanish dialogue. The lines aren’t translated into English subtitles, though. When Maria ends the argument about her independence with “¡Y tú no eres mi jefe!”, non-Spanish speakers must interpret her meaning—“And you’re not my boss!”—through context and actress Rachel Zegler’s delivery. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now."
"13","https://www.wsj.com/articles/sky-high-vaccination-rates-and-zero-taxes-make-dubai-a-pandemic-boomtown-11639126877?mod=hp_featst_pos4","Sky-High Vaccination Rates and Zero Taxes Make Dubai a Pandemic Boomtown    - WSJ","Dec. 10, 2021 4:01 am ET","https://www.wsj.com/articles/sky-high-vaccination-rates-and-zero-taxes-make-dubai-a-pandemic-boomtown-11639126877 DUBAI—This city-state of skyscrapers and Persian Gulf beaches is emerging as a pandemic boomtown, drawing in the ultrarich, entrepreneurs and tourists with open-border policies, high levels of vaccination and low Covid-19 infection rates.  This year, thousands of millionaires have relocated to the city and the wider United Arab Emirates, drawn by zero income tax and relatively relaxed pandemic restrictions. The city’s bars, restaurants and hotels are packed, real-estate prices have surged, workers are returning to offices, and the Expo 2020 world fair is reeling in foreign tourists. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now."
"14","https://www.wsj.com/articles/omicronthe-belgian-metal-bandmakes-the-best-of-its-name-11639158868?mod=hp_featst_pos5","Omicron—the Belgian Metal Band—Makes the Best of Its Name - WSJ","Dec. 10, 2021 12:54 pm ET","When Philippe Delhaute and Ignace Casier were working out the guitar parts for some new songs last week, they didn’t expect their band’s name to raise quite so many eyebrows. “I went to the store wearing our band T-shirt and people were looking at me really weirdly,” Mr. Delhaute recalls. “But we have been here for six years now and have nothing to do with Covid whatsoever.” We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. WSJ Membership Customer Service Tools & Features Ads More Dow Jones Products"
"15","https://www.wsj.com/articles/dueling-accounts-emerge-about-what-happened-in-rust-set-fatal-shooting-11639180186?mod=hp_lista_pos1","Dueling Accounts Emerge About What Happened in ‘Rust’ Set Fatal Shooting  - WSJ","Dec. 10, 2021 6:49 pm ET","Conflicting narratives have emerged from the cast and crew of the film “Rust” about what led to a fatal shooting on the set. In a flurry of recent interviews and lawsuits, star and producer Alec Baldwin and several crew members have come forward with differing accounts of the Oct. 21 shooting in New Mexico that killed cinematographer Halyna Hutchins and wounded director Joel Souza. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. WSJ Membership Customer Service Tools & Features Ads More Dow Jones Products"
"16","https://www.wsj.com/articles/better-com-ceo-to-take-time-off-after-zoom-firings-11639165125?mod=hp_lista_pos2","Better.com CEO to Take Time Off After Zoom Firings - WSJ","Updated Dec. 10, 2021 3:58 pm ET","Vishal Garg, chief executive of online mortgage lender Better.com, is taking time off effective immediately, the company said, a week after a video of him laying off hundreds of workers on a Zoom conference call was posted online and viewed by millions. Finance chief Kevin Ryan will manage day-to-day decisions, according to an email sent to employees Friday morning, which was reviewed by The Wall Street Journal. The email was signed by Better.com’s board of directors and its chief compliance officer, Paula Tuffin.  We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. WSJ Membership Customer Service Tools & Features Ads More Dow Jones Products"
"17","https://www.wsj.com/articles/starbucks-union-vote-in-buffalo-energizes-labor-movement-11639159689?mod=hp_lista_pos3","Starbucks Union Vote in Buffalo Energizes Labor Leaders - WSJ","Updated Dec. 10, 2021 5:00 pm ET","Starbucks Corp.  workers may have voted as of now to unionize only a single store in the Buffalo, N.Y., area, but union leaders say the one win and the workers’ organizing efforts will energize similar pushes across the country. The vote is “an incredibly symbolic win that other workers are going to find inspiration from,” said Sara Nelson, international president of the Association of Flight Attendants-CWA, AFL-CIO. “Workers in organizing campaigns everywhere are sharing this and saying, ‘Look what they did, we can do it, too,’ ” she said. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. WSJ Membership Customer Service Tools & Features Ads More Dow Jones Products"
"18","https://www.wsj.com/articles/cnn-faces-prime-time-uncertainty-after-firing-chris-cuomo-11639159510?mod=hp_lista_pos4","CNN Faces Prime-Time Uncertainty After Firing Chris Cuomo  - WSJ","Dec. 10, 2021 1:05 pm ET","CNN’s firing of anchor Chris Cuomo leaves a major void in its crucial 9 p.m. hour, at a time when the network is already struggling to reverse a decline in ratings. Network President Jeff Zucker fired Mr. Cuomo on Dec. 4 after a legal review found that he had violated company standards by helping his brother, then-New York Gov. Andrew Cuomo, respond to allegations of sexual misconduct. Chris Cuomo’s show, “Cuomo Prime Time,” was CNN’s highest-rated program and a linchpin of its prime-time programming. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. WSJ Membership Customer Service Tools & Features Ads More Dow Jones Products"
"19","https://www.wsj.com/articles/amc-shares-fall-after-ceo-cfo-sell-stock-11639163636?mod=hp_lista_pos5","AMC Shares Fall After CEO, CFO Sell Stock  - WSJ","Updated Dec. 10, 2021 6:11 pm ET","Shares in  AMC Entertainment Holdings Inc.  fell more than 10% in trading on Friday after the chief executive officer and chief financial officer sold all or most of their currently vested interest in the company. After the market closed on Thursday, Chairman and CEO Adam Aron and CFO Sean Goodman disclosed that they have sold 312,500 and 18,316 shares in the company, respectively, according to filings to the U.S. Securities and Exchange Commission. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. WSJ Membership Customer Service Tools & Features Ads More Dow Jones Products"
"20","https://www.wsj.com/articles/waukeshas-businesses-recovering-after-christmas-parade-attack-11639151082?mod=lead_feature_below_a_pos1","Waukesha’s Businesses Recovering After Christmas Parade Attack  - WSJ","Dec. 10, 2021 10:44 am ET","https://www.wsj.com/articles/waukeshas-businesses-recovering-after-christmas-parade-attack-11639151082 WAUKESHA, Wis.—Business is picking up in Waukesha’s historic downtown, as residents here hope to help the district rebound after a driver sped through an annual Christmas parade, killing six and leaving dozens injured last month. Some shops along the milelong route were converted on that violent day into emergency shelters, first-aid centers and rendezvous sites for countless people caught up in the deadly assault by the driver of a red SUV. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now."
"21","https://www.wsj.com/articles/federal-budget-deficit-widened-in-november-on-increased-spending-11639162888?mod=lead_feature_below_a_pos1","Federal Budget Deficit Widened in November on Increased Spending - WSJ","Updated Dec. 10, 2021 2:20 pm ET","The federal government ran a $191 billion deficit during November, a bigger gap when compared with a year earlier, as additional revenue from payroll taxes and other receipts was more than offset by increased spending. Federal outlays in November rose 30% to $473 billion, the Treasury Department reported Friday. Some federal government agencies, such as the Education Department and Health and Human Services, spent more last month compared with the same period last year in part because of pandemic-related programs, a senior Treasury official said. The Treasury Department’s spending so far in the fiscal year, which began Oct. 1, is up compared with last year in part because of its administration of the expanded child tax credit. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. WSJ Membership Customer Service Tools & Features Ads More Dow Jones Products"
"22","https://www.wsj.com/articles/demaryius-thomas-former-denver-broncos-player-dead-at-33-11639155188?mod=lead_feature_below_a_pos1","Demaryius Thomas, Former Denver Broncos Player, Dead at 33 - WSJ","Updated Dec. 10, 2021 4:14 pm ET","Former star wide receiver Demaryius Thomas, who spent 10 seasons in the National Football League, was found dead Thursday in his Georgia home. He was 33.  A medical factor contributed to Mr. Thomas’s death, according to a Roswell, Ga., police department spokesman. The exact cause of death will be determined by the Fulton County Medical Examiner following an autopsy.  We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. WSJ Membership Customer Service Tools & Features Ads More Dow Jones Products"
"23","https://www.wsj.com/articles/china-shifts-back-to-emphasizing-economic-stability-11639153119?mod=hp_listb_pos1","China Shifts Back to Emphasizing Economic Stability - WSJ","Updated Dec. 10, 2021 11:50 am ET","HONG KONG—China shifted its focus back to keeping growth stable as a string of policies to curb debt and speculation have triggered a sharp economic slowdown, particularly in the property market. “Ensuring stability is the top priority for the economy next year,” said leaders in a statement after a closed-door three-day economic conference, which was attended by Chinese President Xi Jinping. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. WSJ Membership Customer Service Tools & Features Ads More Dow Jones Products"
"24","https://www.wsj.com/articles/armed-with-data-musicians-have-big-plans-to-court-their-superfans-11638889212?mod=hp_listb_pos2","Armed With Data, Musicians Have Big Plans to Court Their Superfans - WSJ",NA,"https://www.wsj.com/articles/armed-with-data-musicians-have-big-plans-to-court-their-superfans-11638889212 Author Published 
          Dec. 7, 2021 10:00 am ET
         Reading Time 
        7 minute read
       The Future of Everything covers the innovation and technology transforming the way we live, work and play, with monthly issues on transportation, health, education and more. This month is Data, online starting Dec. 2 and in print Dec. 9. Recording artists know a lot more about their fans than they did before the Covid-19 lockdowns, and they want to use that information to get closer to them. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. Copyright © 2021 Dow Jones & Company, Inc. All Rights Reserved"
"25","https://www.wsj.com/articles/why-the-worlds-biggest-traders-are-betting-on-blockchain-data-11638803023?mod=hp_listb_pos3","Why the World’s Biggest Traders Are Betting on Blockchain Data - WSJ",NA,"https://www.wsj.com/articles/why-the-worlds-biggest-traders-are-betting-on-blockchain-data-11638803023 Author Published 
          Dec. 6, 2021 10:03 am ET
         Reading Time 
        7 minute read
       The Future of Everything covers the innovation and technology transforming the way we live, work and play, with monthly issues on transportation, health, education and more. This month is Data, online starting Dec. 2 and in print Dec. 9. Suppose you could buy a share of  Tesla Inc.  and send it to a friend in Shanghai as easily as sending an email. Or imagine placing a bet on the inflation rate at the end of President Joe Biden’s term, which would pay off in bitcoin if you were right. We are delighted that you'd like to resume your subscription. You will be charged
        $ + tax
        (if applicable) for The Wall Street Journal.
        You may change your billing preferences at any time in the Customer Center or call
        Customer Service.
        You will be notified in advance of any changes in rate or terms.
        You may cancel your subscription at anytime by calling
        Customer Service.
       Please click confirm to resume now. Copyright © 2021 Dow Jones & Company, Inc. All Rights Reserved"
